sku,description,qty,unit_price
ACM-00160,flange 10mm,34,280.45
ACM-00161,bearing 31mm,7,574.28
ACM-00162,insert 44mm,25,608.06
ACM-00163,valve 31mm,36,261.87
ACM-00164,sleeve 8mm,30,846.67
ACM-00165,bracket 6mm,18,83.75
ACM-00166,coupler 53mm,34,578.13
ACM-00167,sleeve 3mm,37,629.61
ACM-00168,valve 27mm,10,138.03
ACM-00169,bracket 4mm,6,882.32
ACM-00170,insert 56mm,5,534.15
ACM-00171,spindle 22mm,22,315.60
ACM-00172,sleeve 57mm,30,410.30
ACM-00173,washer 13mm,21,501.31
ACM-00174,flange 39mm,29,117.75
ACM-00175,spindle 26mm,25,17.63
ACM-00176,housing 17mm,3,804.17
ACM-00177,insert 39mm,34,786.55
ACM-00178,gasket 35mm,2,891.66
ACM-00179,washer 6mm,8,826.27
ACM-00180,valve 53mm,36,416.14
ACM-00181,spindle 5mm,27,6.31
ACM-00182,housing 25mm,17,174.67
ACM-00183,spindle 47mm,6,960.04
ACM-00184,bolt 4mm,36,459.70
ACM-00185,flange 55mm,23,985.88
ACM-00186,bolt 43mm,33,36.24
ACM-00187,bolt 6mm,31,"2,492.21"
ACM-00188,bolt 4mm,18,294.79
ACM-00189,insert 36mm,31,74.89
ACM-00190,sleeve 17mm,11,530.74
ACM-00191,spindle 36mm,32,555.45
ACM-00192,bracket 28mm,26,249.04
ACM-00193,washer 13mm,25,452.86
ACM-00194,sleeve 50mm,11,573.25
ACM-00195,gasket 31mm,22,662.83
ACM-00196,gasket 38mm,6,"2,217.95"
ACM-00197,insert 11mm,34,843.60
ACM-00198,gasket 2mm,21,564.14
ACM-00199,bolt 28mm,25,715.63
ACM-00200,valve 49mm,37,966.45
ACM-00201,valve 26mm,38,"5,133.30"
ACM-00202,washer 45mm,16,609.86
ACM-00203,bracket 3mm,37,765.68
ACM-00204,flange 39mm,22,180.91
ACM-00205,gasket 40mm,7,483.96
ACM-00206,valve 10mm,33,490.14
ACM-00207,coupler 18mm,1,319.18
ACM-00208,coupler 42mm,2,303.19
ACM-00209,spindle 55mm,1,125.12
ACM-00210,housing 30mm,21,70.49
ACM-00211,housing 30mm,29,851.38
ACM-00212,gasket 8mm,27,881.40
ACM-00213,housing 47mm,36,"4,495.89"
ACM-00214,bearing 12mm,26,709.85
ACM-00215,bearing 43mm,7,132.76
ACM-00216,housing 36mm,35,632.70
ACM-00217,bearing 57mm,35,711.33
ACM-00218,bracket 49mm,29,521.38
ACM-00219,bolt 39mm,13,869.55
ACM-00220,flange 45mm,9,385.81
ACM-00221,washer 34mm,4,756.04
ACM-00222,spindle 46mm,22,857.52
ACM-00223,housing 53mm,35,971.65
ACM-00224,coupler 35mm,33,360.96
ACM-00225,coupler 41mm,15,"9,612.54"
ACM-00226,sleeve 39mm,24,820.31
ACM-00227,valve 17mm,25,761.03
ACM-00228,flange 54mm,14,633.50
ACM-00229,bracket 36mm,11,195.47
ACM-00230,coupler 9mm,6,120.27
ACM-00231,bolt 8mm,30,652.66
ACM-00232,valve 58mm,27,319.00
ACM-00233,flange 42mm,5,675.19
ACM-00234,sleeve 57mm,27,109.24
ACM-00235,valve 24mm,32,186.15
ACM-00236,sleeve 52mm,16,478.12
ACM-00237,bracket 45mm,28,135.11
ACM-00238,flange 5mm,30,65.56
ACM-00239,bracket 28mm,29,766.12
ACM-00240,insert 36mm,12,71.32
ACM-00241,gasket 2mm,34,112.44
ACM-00242,housing 51mm,10,811.39
ACM-00243,bearing 50mm,28,712.28
ACM-00244,washer 51mm,5,649.10
ACM-00245,washer 21mm,17,879.78
ACM-00246,gasket 35mm,15,620.67
ACM-00247,housing 35mm,27,569.78
ACM-00248,spindle 47mm,30,757.33
ACM-00249,housing 18mm,38,367.66
ACM-00250,bracket 14mm,20,621.31
ACM-00251,insert 42mm,39,714.40
ACM-00252,coupler 41mm,8,416.82
ACM-00253,bearing 57mm,30,692.13
ACM-00254,bearing 38mm,28,464.74
ACM-00255,coupler 49mm,25,779.45
ACM-00256,bracket 25mm,23,802.61
ACM-00257,insert 20mm,27,618.02
ACM-00258,valve 51mm,35,813.06
ACM-00259,insert 18mm,22,394.38
ACM-00260,spindle 13mm,1,60.09
ACM-00261,sleeve 31mm,4,958.79
ACM-00262,bolt 41mm,7,550.66
ACM-00263,spindle 9mm,4,111.53
ACM-00264,washer 57mm,5,814.09
ACM-00265,insert 3mm,25,"8,222.71"
ACM-00266,bolt 55mm,19,380.71
ACM-00267,housing 11mm,29,53.53
ACM-00268,washer 27mm,18,550.21
ACM-00269,coupler 54mm,4,989.73
ACM-00270,bracket 20mm,31,652.18
ACM-00271,housing 49mm,7,441.24
ACM-00272,bearing 12mm,30,155.26
ACM-00273,flange 26mm,19,"2,688.24"
ACM-00274,bracket 25mm,5,991.09
ACM-00275,spindle 14mm,37,284.70
ACM-00276,sleeve 9mm,22,311.68
ACM-00277,sleeve 24mm,35,231.59
ACM-00278,housing 45mm,9,199.70
ACM-00279,flange 25mm,8,603.82
ACM-00280,flange 6mm,13,183.46
ACM-00281,bracket 37mm,39,294.68
ACM-00282,housing 32mm,23,232.92
ACM-00283,flange 27mm,3,156.34
ACM-00284,bolt 54mm,7,127.33
ACM-00285,housing 10mm,27,324.36
ACM-00286,coupler 7mm,4,299.96
ACM-00287,bracket 3mm,13,960.69
ACM-00288,valve 18mm,21,642.40
ACM-00289,bolt 23mm,32,859.52
ACM-00290,bearing 55mm,35,225.05
ACM-00291,flange 46mm,37,959.87
ACM-00292,bearing 14mm,28,667.43
ACM-00293,sleeve 24mm,35,569.81
ACM-00294,bolt 43mm,26,782.10
ACM-00295,bracket 43mm,2,956.87
ACM-00296,flange 27mm,39,"3,387.84"
ACM-00297,valve 18mm,8,661.45
ACM-00298,spindle 19mm,8,231.82
ACM-00299,valve 4mm,14,702.01
ACM-00300,bolt 10mm,34,177.50
ACM-00301,housing 50mm,13,309.22
ACM-00302,sleeve 29mm,28,841.55
ACM-00303,spindle 40mm,13,385.47
ACM-00304,insert 33mm,35,587.98
ACM-00305,insert 58mm,17,732.30
ACM-00306,insert 19mm,22,877.24
ACM-00307,insert 51mm,12,181.28
ACM-00308,flange 55mm,15,638.52
ACM-00309,housing 46mm,30,"5,491.92"
ACM-00310,flange 23mm,6,283.99
ACM-00311,sleeve 29mm,5,911.67
ACM-00312,bolt 19mm,21,123.89
ACM-00313,spindle 22mm,8,535.16
ACM-00314,housing 41mm,37,972.28
ACM-00315,washer 19mm,18,"5,641.21"
ACM-00316,insert 49mm,31,531.96
ACM-00317,housing 27mm,5,132.34
ACM-00318,washer 25mm,1,987.11
ACM-00319,insert 37mm,26,707.00
ACM-00320,insert 4mm,1,906.02
ACM-00321,flange 5mm,21,20.02
ACM-00322,bracket 14mm,2,111.56
ACM-00323,bracket 25mm,39,206.28
ACM-00324,sleeve 34mm,29,"1,592.39"
ACM-00325,valve 59mm,31,542.88
ACM-00326,valve 21mm,27,410.09
ACM-00327,bracket 13mm,26,86.10
ACM-00328,bracket 56mm,2,247.04
ACM-00329,bracket 21mm,20,"4,377.00"
ACM-00330,valve 58mm,11,774.56
ACM-00331,gasket 54mm,28,346.44
ACM-00332,gasket 28mm,38,46.10
ACM-00333,washer 57mm,29,"2,533.19"
ACM-00334,flange 40mm,29,887.43
ACM-00335,spindle 40mm,12,634.21
ACM-00336,spindle 33mm,33,899.24
ACM-00337,valve 34mm,4,499.87
ACM-00338,gasket 54mm,27,572.15
ACM-00339,valve 20mm,38,609.76
ACM-00340,flange 54mm,32,682.51
ACM-00341,bracket 29mm,22,558.40
ACM-00342,valve 27mm,26,236.42
ACM-00343,gasket 59mm,32,859.66
ACM-00344,sleeve 48mm,21,201.32
ACM-00345,bolt 45mm,6,122.58
ACM-00346,coupler 27mm,11,230.95
ACM-00347,bracket 44mm,10,175.73
ACM-00348,insert 21mm,12,"3,197.90"
ACM-00349,housing 10mm,10,28.95
ACM-00350,insert 3mm,26,230.59
ACM-00351,coupler 5mm,39,374.05
ACM-00352,bolt 37mm,8,534.75
ACM-00353,valve 31mm,29,"3,001.40"
ACM-00354,spindle 49mm,35,"2,724.29"
ACM-00355,washer 25mm,10,183.49
ACM-00356,flange 35mm,28,200.82
ACM-00357,bracket 43mm,9,406.88
ACM-00358,coupler 42mm,33,705.75
ACM-00359,bearing 27mm,7,195.67
ACM-00360,gasket 15mm,4,21.21
ACM-00361,washer 27mm,35,781.88
ACM-00362,spindle 10mm,39,210.33
ACM-00363,bearing 4mm,32,405.40
ACM-00364,bearing 9mm,5,966.95
ACM-00365,coupler 14mm,4,823.06
ACM-00366,flange 6mm,32,743.91
ACM-00367,spindle 17mm,8,930.34
ACM-00368,bearing 4mm,24,347.70
ACM-00369,sleeve 3mm,39,672.52
ACM-00370,coupler 6mm,7,223.13
ACM-00371,gasket 13mm,3,643.03
ACM-00372,gasket 2mm,23,"2,781.45"
ACM-00373,housing 36mm,24,121.10
ACM-00374,sleeve 15mm,9,257.14
ACM-00375,gasket 53mm,19,19.67
ACM-00376,bolt 6mm,14,413.94
ACM-00377,valve 59mm,15,136.93
ACM-00378,insert 53mm,9,965.27
ACM-00379,spindle 33mm,34,709.48
ACM-00380,housing 47mm,35,406.05
ACM-00381,housing 55mm,1,932.21
ACM-00382,bolt 11mm,25,333.36
ACM-00383,housing 55mm,17,458.55
ACM-00384,bolt 58mm,5,161.78
ACM-00385,flange 27mm,32,750.80
ACM-00386,spindle 41mm,26,"8,651.11"
ACM-00387,bearing 23mm,15,53.84
ACM-00388,flange 2mm,2,404.46
ACM-00389,housing 46mm,37,346.54
ACM-00390,bolt 40mm,15,522.59
ACM-00391,flange 8mm,11,865.61
ACM-00392,coupler 20mm,1,945.76
ACM-00393,housing 53mm,17,849.76
ACM-00394,bracket 22mm,3,471.22
ACM-00395,coupler 26mm,27,840.16
ACM-00396,washer 26mm,1,399.64
ACM-00397,sleeve 5mm,23,745.38
ACM-00398,bolt 58mm,32,180.05
ACM-00399,bracket 39mm,16,176.23
ACM-00400,bearing 17mm,35,420.73
ACM-00401,washer 35mm,32,7.03
ACM-00402,bracket 3mm,39,418.85
ACM-00403,gasket 56mm,12,832.16
ACM-00404,bolt 53mm,1,18.11
ACM-00405,sleeve 18mm,28,149.79
ACM-00406,gasket 5mm,20,511.66
ACM-00407,housing 56mm,25,831.19
ACM-00408,flange 19mm,18,868.59
ACM-00409,spindle 12mm,28,395.34
ACM-00410,flange 30mm,14,716.60
ACM-00411,insert 25mm,39,294.11
ACM-00412,housing 30mm,14,778.37
ACM-00413,gasket 43mm,39,404.56
ACM-00414,washer 38mm,23,65.68
ACM-00415,valve 10mm,3,222.21
ACM-00416,washer 12mm,28,523.53
ACM-00417,sleeve 14mm,11,92.28
ACM-00418,insert 33mm,8,579.34
ACM-00419,gasket 42mm,6,29.85
ACM-00420,flange 20mm,24,186.07
