sku,description,qty,unit_price
NOR-00214,spindle 59mm,27,530.91
NOR-00215,housing 2mm,23,677.05
NOR-00216,flange 11mm,27,70.67
NOR-00217,bracket 28mm,23,133.33
NOR-00218,insert 2mm,35,432.30
NOR-00219,insert 36mm,15,505.37
NOR-00220,sleeve 7mm,17,342.27
NOR-00221,sleeve 51mm,1,374.73
NOR-00222,valve 33mm,6,199.36
NOR-00223,spindle 28mm,3,253.08
NOR-00224,spindle 10mm,10,302.77
NOR-00225,bracket 14mm,32,640.49
NOR-00226,insert 49mm,4,574.87
NOR-00227,spindle 14mm,23,452.50
NOR-00228,flange 36mm,30,377.46
NOR-00229,gasket 36mm,38,486.00
NOR-00230,gasket 19mm,21,672.81
NOR-00231,housing 34mm,6,211.19
NOR-00232,bracket 42mm,14,842.38
NOR-00233,housing 53mm,30,533.24
NOR-00234,bearing 51mm,9,316.12
NOR-00235,gasket 30mm,18,441.65
NOR-00236,bearing 24mm,33,702.22
NOR-00237,spindle 30mm,19,40.47
NOR-00238,bracket 44mm,14,495.33
NOR-00239,bracket 56mm,1,143.38
NOR-00240,housing 42mm,39,938.98
NOR-00241,insert 42mm,19,911.07
NOR-00242,valve 14mm,32,287.12
NOR-00243,valve 22mm,38,499.36
NOR-00244,bearing 58mm,2,992.81
NOR-00245,bolt 6mm,1,125.63
NOR-00246,flange 28mm,20,104.92
NOR-00247,washer 52mm,22,721.85
NOR-00248,housing 18mm,3,834.11
NOR-00249,bearing 24mm,37,311.21
NOR-00250,coupler 41mm,10,679.84
NOR-00251,sleeve 15mm,17,122.53
NOR-00252,insert 36mm,30,59.98
NOR-00253,coupler 21mm,16,599.96
NOR-00254,sleeve 58mm,36,644.95
NOR-00255,insert 42mm,10,558.41
NOR-00256,bolt 41mm,29,997.23
NOR-00257,housing 55mm,38,356.67
NOR-00258,gasket 52mm,32,696.07
NOR-00259,spindle 49mm,28,341.38
NOR-00260,bolt 8mm,9,268.42
NOR-00261,coupler 5mm,24,375.62
NOR-00262,washer 26mm,18,943.93
NOR-00263,bolt 33mm,17,886.22
NOR-00264,bearing 9mm,29,895.90
NOR-00265,bolt 45mm,23,74.73
NOR-00266,flange 13mm,31,712.34
NOR-00267,bearing 45mm,31,472.67
NOR-00268,gasket 11mm,37,959.28
NOR-00269,valve 44mm,27,614.44
NOR-00270,bearing 3mm,35,785.29
NOR-00271,gasket 16mm,34,313.60
NOR-00272,bolt 47mm,33,470.30
NOR-00273,bearing 24mm,13,864.90
NOR-00274,valve 10mm,15,317.27
NOR-00275,washer 4mm,23,340.87
NOR-00276,gasket 38mm,12,781.16
NOR-00277,flange 39mm,32,511.85
NOR-00278,coupler 57mm,29,392.43
NOR-00279,housing 31mm,24,731.47
NOR-00280,bearing 29mm,11,167.87
NOR-00281,sleeve 30mm,30,137.10
NOR-00282,bracket 6mm,34,661.63
NOR-00283,bracket 11mm,9,862.47
NOR-00284,insert 48mm,38,604.24
NOR-00285,valve 30mm,13,899.40
NOR-00286,flange 20mm,31,389.68
NOR-00287,bearing 54mm,24,714.49
NOR-00288,sleeve 24mm,2,52.10
NOR-00289,coupler 40mm,13,595.61
NOR-00290,insert 48mm,39,572.11
NOR-00291,bolt 6mm,8,582.10
NOR-00292,washer 15mm,12,477.76
NOR-00293,spindle 8mm,6,644.43
NOR-00294,bearing 55mm,8,220.05
NOR-00295,sleeve 28mm,30,112.60
NOR-00296,insert 27mm,24,660.93
NOR-00297,coupler 29mm,8,49.06
NOR-00298,spindle 17mm,12,937.93
NOR-00299,valve 54mm,19,322.43
NOR-00300,gasket 4mm,12,702.57
NOR-00301,spindle 10mm,13,28.16
NOR-00302,bracket 35mm,22,796.60
NOR-00303,bracket 32mm,29,835.36
NOR-00304,sleeve 47mm,17,17.56
NOR-00305,gasket 57mm,31,186.65
NOR-00306,flange 11mm,36,827.40
NOR-00307,spindle 17mm,14,601.62
NOR-00308,washer 27mm,6,153.09
NOR-00309,housing 2mm,2,79.24
NOR-00310,flange 27mm,19,919.45
NOR-00311,sleeve 59mm,24,443.66
NOR-00312,flange 5mm,24,275.94
NOR-00313,sleeve 3mm,25,496.56
NOR-00314,insert 53mm,23,469.51
NOR-00315,bracket 5mm,17,115.68
NOR-00316,washer 31mm,13,318.76
NOR-00317,gasket 48mm,28,773.86
NOR-00318,washer 9mm,24,432.82
NOR-00319,bearing 3mm,23,98.60
NOR-00320,gasket 9mm,30,333.56
NOR-00321,housing 14mm,25,832.19
NOR-00322,coupler 31mm,27,956.92
NOR-00323,flange 4mm,17,338.26
NOR-00324,gasket 37mm,36,440.61
NOR-00325,flange 12mm,9,41.39
NOR-00326,flange 28mm,34,66.56
NOR-00327,washer 44mm,1,220.73
NOR-00328,bolt 26mm,32,156.32
NOR-00329,flange 17mm,13,467.55
NOR-00330,bolt 50mm,29,723.66
NOR-00331,housing 12mm,21,221.02
NOR-00332,bracket 39mm,31,487.18
NOR-00333,insert 19mm,12,140.54
NOR-00334,spindle 45mm,7,889.01
NOR-00335,bolt 5mm,22,93.63
NOR-00336,bearing 26mm,20,207.45
NOR-00337,gasket 3mm,33,242.65
NOR-00338,bolt 54mm,35,14.09
NOR-00339,gasket 25mm,6,711.84
NOR-00340,coupler 49mm,3,879.00
NOR-00341,bracket 37mm,23,254.87
NOR-00342,sleeve 34mm,9,548.00
NOR-00343,valve 8mm,25,303.17
NOR-00344,spindle 53mm,24,152.51
NOR-00345,insert 17mm,21,847.21
NOR-00346,bracket 27mm,7,787.70
NOR-00347,housing 5mm,38,954.69
NOR-00348,housing 10mm,31,237.63
NOR-00349,flange 28mm,3,407.12
NOR-00350,bearing 13mm,27,478.86
NOR-00351,coupler 8mm,24,577.04
NOR-00352,housing 49mm,32,674.51
NOR-00353,bearing 32mm,5,90.99
NOR-00354,spindle 46mm,32,852.48
NOR-00355,bearing 44mm,7,116.46
NOR-00356,coupler 11mm,7,152.91
NOR-00357,bearing 50mm,39,268.52
NOR-00358,bolt 33mm,15,231.69
NOR-00359,gasket 10mm,39,928.44
NOR-00360,flange 30mm,37,844.01
NOR-00361,gasket 37mm,31,754.60
NOR-00362,bracket 27mm,33,264.19
NOR-00363,spindle 18mm,11,40.43
NOR-00364,flange 8mm,22,878.34
NOR-00365,valve 12mm,5,126.81
NOR-00366,spindle 54mm,23,752.56
NOR-00367,insert 14mm,25,8.56
NOR-00368,valve 11mm,23,308.23
NOR-00369,insert 56mm,1,542.05
NOR-00370,spindle 10mm,36,209.26
NOR-00371,coupler 50mm,15,65.79
NOR-00372,bolt 19mm,31,38.60
NOR-00373,valve 36mm,17,807.05
NOR-00374,washer 33mm,31,556.40
NOR-00375,insert 40mm,2,898.21
NOR-00376,bolt 41mm,18,51.02
NOR-00377,washer 13mm,19,960.96
NOR-00378,insert 41mm,15,752.70
NOR-00379,flange 51mm,39,522.94
NOR-00380,spindle 20mm,28,470.55
NOR-00381,valve 27mm,4,443.03
NOR-00382,bolt 52mm,18,561.59
NOR-00383,washer 3mm,9,529.60
NOR-00384,gasket 22mm,4,367.77
NOR-00385,bracket 34mm,28,348.57
NOR-00386,bearing 54mm,24,160.75
NOR-00387,valve 47mm,20,797.93
NOR-00388,flange 18mm,22,216.82
NOR-00389,bolt 57mm,5,909.70
NOR-00390,bracket 13mm,16,486.10
NOR-00391,spindle 13mm,16,763.78
NOR-00392,valve 54mm,2,937.63
NOR-00393,housing 42mm,7,443.50
NOR-00394,coupler 29mm,17,473.22
NOR-00395,washer 20mm,2,964.25
NOR-00396,sleeve 2mm,2,390.02
NOR-00397,valve 59mm,17,656.82
NOR-00398,gasket 22mm,37,987.29
NOR-00399,bearing 50mm,34,142.63
NOR-00400,housing 32mm,34,93.97
NOR-00401,washer 20mm,34,239.92
NOR-00402,bolt 26mm,10,794.44
NOR-00403,coupler 38mm,30,883.56
NOR-00404,bolt 23mm,24,630.27
NOR-00405,spindle 24mm,3,748.84
NOR-00406,bolt 45mm,5,879.51
NOR-00407,insert 42mm,7,749.03
NOR-00408,bearing 45mm,33,974.74
NOR-00409,valve 8mm,33,508.67
NOR-00410,insert 28mm,22,542.46
NOR-00411,gasket 25mm,3,368.22
NOR-00412,bracket 18mm,9,478.81
NOR-00413,bolt 47mm,3,157.52
NOR-00414,bearing 21mm,17,264.77
NOR-00415,washer 24mm,8,307.89
NOR-00416,washer 15mm,1,345.32
NOR-00417,bracket 48mm,4,254.24
NOR-00418,sleeve 15mm,13,678.20
NOR-00419,bolt 27mm,12,447.92
NOR-00420,flange 40mm,29,958.47
NOR-00421,flange 40mm,32,643.30
NOR-00422,spindle 48mm,8,120.17
NOR-00423,flange 4mm,23,159.15
NOR-00424,bolt 18mm,28,363.49
NOR-00425,housing 38mm,20,653.74
NOR-00426,sleeve 59mm,7,337.82
NOR-00427,bearing 37mm,26,624.09
NOR-00428,coupler 31mm,14,498.43
NOR-00429,gasket 56mm,36,179.91
NOR-00430,housing 3mm,18,709.61
NOR-00431,bracket 59mm,31,112.65
NOR-00432,bracket 37mm,6,118.23
NOR-00433,valve 20mm,16,831.15
NOR-00434,gasket 17mm,3,314.85
NOR-00435,coupler 46mm,28,128.82
NOR-00436,bolt 48mm,20,311.58
NOR-00437,gasket 17mm,6,351.26
NOR-00438,housing 32mm,10,478.73
NOR-00439,flange 34mm,18,311.40
NOR-00440,bolt 39mm,28,709.07
NOR-00441,gasket 40mm,17,411.98
NOR-00442,sleeve 58mm,30,164.12
NOR-00443,sleeve 28mm,19,224.80
NOR-00444,sleeve 28mm,5,378.05
NOR-00445,valve 20mm,7,453.17
NOR-00446,bearing 20mm,38,433.95
NOR-00447,bolt 47mm,4,797.59
NOR-00448,bolt 9mm,38,192.12
NOR-00449,washer 6mm,12,764.45
NOR-00450,washer 5mm,15,823.70
NOR-00451,bearing 36mm,3,91.20
NOR-00452,sleeve 22mm,16,308.70
NOR-00453,bracket 34mm,5,693.85
NOR-00454,gasket 40mm,22,863.50
NOR-00455,insert 46mm,23,674.63
NOR-00456,gasket 56mm,2,919.93
NOR-00457,flange 43mm,8,69.73
NOR-00458,coupler 57mm,18,638.92
NOR-00459,bearing 25mm,15,740.40
NOR-00460,housing 53mm,25,348.71
NOR-00461,bracket 13mm,25,318.83
NOR-00462,sleeve 28mm,22,327.35
NOR-00463,bearing 11mm,37,135.89
NOR-00464,spindle 12mm,19,368.63
NOR-00465,bearing 48mm,8,262.63
NOR-00466,spindle 4mm,23,243.12
NOR-00467,insert 40mm,35,918.75
NOR-00468,valve 11mm,38,523.55
NOR-00469,bolt 42mm,6,82.26
NOR-00470,valve 25mm,8,930.54
NOR-00471,washer 38mm,37,432.82
NOR-00472,insert 51mm,34,972.98
NOR-00473,coupler 38mm,7,202.68
NOR-00474,spindle 58mm,18,774.15
NOR-00475,valve 28mm,19,40.98
NOR-00476,bracket 7mm,19,15.46
NOR-00477,bearing 38mm,5,432.80
NOR-00478,housing 2mm,36,247.42
NOR-00479,bearing 38mm,24,4.18
NOR-00480,bolt 22mm,9,326.50
NOR-00481,bearing 22mm,18,43.87
NOR-00482,coupler 51mm,17,478.88
NOR-00483,bearing 36mm,14,245.45
NOR-00484,insert 15mm,36,897.88
NOR-00485,bolt 53mm,21,897.15
NOR-00486,bearing 32mm,3,356.40
NOR-00487,spindle 46mm,17,176.94
NOR-00488,coupler 32mm,14,134.44
NOR-00489,housing 45mm,7,856.07
NOR-00490,bracket 24mm,10,88.76
NOR-00491,flange 44mm,12,503.14
NOR-00492,sleeve 18mm,17,964.26
NOR-00493,insert 56mm,34,464.13
NOR-00494,flange 26mm,18,353.61
NOR-00495,spindle 44mm,3,609.61
NOR-00496,insert 42mm,3,728.16
NOR-00497,gasket 28mm,8,439.44
NOR-00498,bearing 10mm,34,400.00
NOR-00499,gasket 20mm,36,55.07
NOR-00500,housing 56mm,14,491.15
NOR-00501,spindle 18mm,19,81.81
NOR-00502,flange 48mm,22,281.04
NOR-00503,washer 15mm,17,215.19
NOR-00504,bolt 39mm,18,527.75
NOR-00505,washer 22mm,10,507.69
NOR-00506,gasket 12mm,5,174.92
NOR-00507,bolt 42mm,7,58.33
NOR-00508,insert 47mm,37,765.57
NOR-00509,bracket 24mm,38,752.67
NOR-00510,bearing 30mm,29,254.49
NOR-00511,spindle 52mm,2,996.00
NOR-00512,flange 44mm,18,719.93
NOR-00513,bracket 32mm,7,856.82
NOR-00514,valve 50mm,9,383.01
NOR-00515,bolt 3mm,6,850.09
NOR-00516,washer 30mm,27,243.11
NOR-00517,spindle 50mm,15,3 868.13
NOR-00518,gasket 42mm,37,310.33
NOR-00519,housing 3mm,15,483.43
NOR-00520,flange 6mm,26,846.15
NOR-00521,valve 51mm,36,438.82
NOR-00522,bracket 20mm,29,23.88
NOR-00523,housing 24mm,39,641.56
NOR-00524,bracket 26mm,38,869.40
NOR-00525,valve 35mm,5,45.68
NOR-00526,flange 10mm,6,546.82
NOR-00527,bearing 21mm,10,147.51
NOR-00528,bolt 50mm,13,684.33
NOR-00529,bolt 59mm,5,742.30
NOR-00530,coupler 24mm,37,678.27
NOR-00531,housing 14mm,24,433.78
NOR-00532,washer 40mm,25,372.68
NOR-00533,housing 26mm,8,265.28
NOR-00534,bracket 40mm,7,695.25
NOR-00535,coupler 12mm,25,984.25
NOR-00536,bracket 4mm,31,712.61
NOR-00537,gasket 39mm,37,127.57
NOR-00538,sleeve 8mm,26,94.63
NOR-00539,insert 45mm,29,369.75
NOR-00540,sleeve 28mm,23,760.92
NOR-00541,bracket 19mm,4,991.56
NOR-00542,insert 21mm,19,552.13
NOR-00543,sleeve 2mm,39,690.77
NOR-00544,gasket 10mm,36,253.43
NOR-00545,bolt 26mm,24,185.90
NOR-00546,washer 24mm,24,222.54
NOR-00547,flange 6mm,17,52.15
NOR-00548,bearing 46mm,1,579.86
NOR-00549,washer 56mm,11,598.41
NOR-00550,housing 43mm,8,973.89
NOR-00551,valve 54mm,10,774.42
NOR-00552,washer 31mm,4,983.45
NOR-00553,insert 19mm,38,555.07
NOR-00554,flange 30mm,13,218.79
NOR-00555,gasket 41mm,17,723.30
NOR-00556,sleeve 17mm,33,897.97
NOR-00557,gasket 54mm,20,490.96
NOR-00558,spindle 27mm,12,5.82
NOR-00559,housing 45mm,10,808.63
NOR-00560,spindle 54mm,4,803.56
NOR-00561,bolt 48mm,33,712.54
NOR-00562,housing 49mm,26,918.30
NOR-00563,bracket 8mm,28,175.37
NOR-00564,flange 52mm,34,532.51
NOR-00565,bracket 53mm,6,582.01
NOR-00566,bolt 47mm,7,420.58
NOR-00567,bearing 55mm,10,90.68
NOR-00568,spindle 26mm,11,190.15
NOR-00569,bearing 9mm,32,756.53
NOR-00570,sleeve 4mm,8,546.40
NOR-00571,housing 57mm,36,770.42
NOR-00572,insert 25mm,1,264.69
NOR-00573,housing 19mm,2,634.08
NOR-00574,bolt 20mm,19,670.95
NOR-00575,bracket 46mm,36,21.20
NOR-00576,coupler 11mm,2,811.67
NOR-00577,housing 51mm,4,142.30
NOR-00578,gasket 28mm,10,790.34
NOR-00579,bracket 59mm,37,868.28
NOR-00580,bearing 30mm,6,20.23
NOR-00581,bolt 44mm,22,599.70
NOR-00582,gasket 34mm,33,330.93
NOR-00583,valve 33mm,31,937.61
NOR-00584,valve 6mm,29,947.16
NOR-00585,spindle 57mm,1,986.44
NOR-00586,spindle 56mm,38,1.76
NOR-00587,bolt 58mm,2,94.75
NOR-00588,housing 3mm,15,830.05
NOR-00589,spindle 29mm,30,648.29
NOR-00590,insert 15mm,4,897.11
NOR-00591,spindle 49mm,9,923.47
NOR-00592,flange 31mm,24,919.77
NOR-00593,sleeve 26mm,14,251.85
NOR-00594,sleeve 54mm,25,116.60
NOR-00595,insert 25mm,30,431.58
NOR-00596,coupler 22mm,2,261.69
NOR-00597,coupler 22mm,9,92.16
NOR-00598,bracket 28mm,3,920.88
NOR-00599,insert 58mm,9,994.66
NOR-00600,flange 24mm,21,319.24
NOR-00601,washer 55mm,5,996.35
NOR-00602,gasket 9mm,23,783.71
NOR-00603,coupler 41mm,11,791.79
NOR-00604,bolt 14mm,9,525.49
NOR-00605,washer 44mm,24,80.69
NOR-00606,spindle 49mm,26,20.18
NOR-00607,gasket 10mm,38,225.29
NOR-00608,gasket 33mm,22,61.31
NOR-00609,spindle 53mm,3,558.59
NOR-00610,bearing 39mm,28,87.30
NOR-00611,sleeve 43mm,11,713.91
NOR-00612,flange 15mm,38,781.13
NOR-00613,bearing 13mm,17,437.20
NOR-00614,bolt 5mm,3,930.80
NOR-00615,valve 19mm,14,484.06
NOR-00616,insert 8mm,39,41.30
NOR-00617,gasket 20mm,2,543.29
NOR-00618,bearing 25mm,39,352.56
NOR-00619,washer 55mm,25,435.46
NOR-00620,bracket 33mm,33,459.35
NOR-00621,bracket 54mm,26,63.39
NOR-00622,washer 16mm,4,537.60
NOR-00623,spindle 9mm,15,409.56
NOR-00624,housing 36mm,3,768.51
NOR-00625,insert 5mm,30,260.96
NOR-00626,sleeve 21mm,11,799.02
NOR-00627,gasket 11mm,16,535.44
NOR-00628,washer 59mm,21,881.13
NOR-00629,gasket 29mm,13,767.66
NOR-00630,housing 32mm,8,28.27
NOR-00631,sleeve 3mm,5,151.16
NOR-00632,flange 19mm,30,684.03
NOR-00633,bracket 39mm,25,713.17
NOR-00634,spindle 57mm,27,862.69
NOR-00635,bracket 18mm,35,442.35
NOR-00636,bolt 51mm,28,245.94
NOR-00637,coupler 59mm,21,712.25
NOR-00638,insert 28mm,1,131.15
NOR-00639,washer 50mm,30,256.03
NOR-00640,bearing 32mm,17,592.66
NOR-00641,washer 4mm,23,457.37
NOR-00642,valve 57mm,28,813.64
NOR-00643,bearing 23mm,32,609.89
NOR-00644,bearing 57mm,16,185.06
NOR-00645,bolt 7mm,15,586.14
NOR-00646,flange 22mm,4,287.40
NOR-00647,flange 40mm,23,407.02
NOR-00648,sleeve 13mm,23,281.12
NOR-00649,gasket 30mm,4,964.08
NOR-00650,housing 53mm,19,238.47
NOR-00651,coupler 17mm,19,126.50
NOR-00652,insert 55mm,33,689.02
NOR-00653,valve 6mm,5,179.40
NOR-00654,gasket 47mm,31,990.87
NOR-00655,coupler 32mm,16,379.10
NOR-00656,washer 28mm,31,864.75
NOR-00657,coupler 23mm,37,240.24
NOR-00658,valve 16mm,3,962.51
NOR-00659,coupler 20mm,12,58.56
NOR-00660,bolt 35mm,7,460.24
NOR-00661,bearing 18mm,14,784.08
NOR-00662,spindle 31mm,27,132.95
NOR-00663,flange 27mm,19,959.50
NOR-00664,washer 21mm,24,75.84
NOR-00665,spindle 32mm,12,704.97
NOR-00666,bolt 4mm,13,908.89
NOR-00667,gasket 38mm,23,539.69
NOR-00668,coupler 28mm,25,822.72
NOR-00669,bolt 55mm,26,233.55
NOR-00670,washer 48mm,18,793.49
NOR-00671,housing 36mm,3,495.04
NOR-00672,sleeve 16mm,31,298.14
NOR-00673,valve 44mm,24,25.66
NOR-00674,flange 42mm,37,795.84
NOR-00675,coupler 11mm,4,844.17
NOR-00676,gasket 50mm,30,710.94
